FOLDER,IN FILE,CHANNEL,CLIP LENGTH,SAMPLE RATE,OFFSET,DURATION,MANUAL ID
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190616_165000.WAV,0,60.0,44100,0.9717687074829932,17.820544217687075,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190616_165000.WAV,0,60.0,44100,19.900748299319726,2.046394557823131,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190616_165000.WAV,0,60.0,44100,23.055578231292518,2.0231972789115638,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190616_165000.WAV,0,60.0,44100,25.096938775510203,4.226938775510206,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190616_165000.WAV,0,60.0,44100,31.84734693877551,2.0463945578231275,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190616_165000.WAV,0,60.0,44100,44.234693877551024,2.02319727891156,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190616_165000.WAV,0,60.0,44100,58.57061224489796,1.4293877551020415,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,0.0,1.556734693877551,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,1.598095238095238,8.124081632653061,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,9.809931972789116,16.614285714285714,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,26.511972789115646,2.069591836734695,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,32.937619047619044,2.162380952380957,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,35.16455782312925,2.3711564625850343,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,38.4121768707483,4.157346938775511,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,51.00829931972789,2.1159863945578223,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,53.838367346938774,2.3015646258503395,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,57.87469387755102,2.1253061224489826,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,0.0,6.451360544217687,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,9.57795918367347,2.672721088435374,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,12.454421768707483,4.435714285714287,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,17.09387755102041,2.1159863945578223,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,19.993537414965985,3.2062585034013615,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,23.635510204081633,2.0463945578231275,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,27.045510204081634,3.2990476190476166,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,30.919455782312927,8.263265306122445,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,39.96639455782313,3.9949659863945612,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,51.58823129251701,2.0463945578231275,1
/home/jacob/Desktop/EngineersForExploration/Bioacoustics/OriginalData/Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,54.74306122448979,5.256938775510207,1
